text_akhir,polarity,label_ml
smoga layan,neutral,neutral
mudah,positive,positive
sayang trf bca konven kena biaya trf,negative,negative
parah blu error,negative,negative
antri verifikasi kaya tunggu bank,negative,negative
bilang administrasi potong lumayan,negative,negative
payah virtual acunt,neutral,neutral
puas pakai blu terimakasih blu,positive,positive
makan teman mlm admin neng pakai blu bca diqital memng ok transaksi nyah lncar cepat makas admin,positive,positive
rekomendasi,neutral,neutral
bintang bicara,neutral,neutral
guna banget si aplikasi,negative,negative
isi ulang flazz bca,negative,negative
mantaf slalu baik depan,positive,positive
daftar layan cs cs kejam banget,negative,negative
mantapsangat mudah,positive,positive
lambat aplikasi,negative,negative
transfer bank blokir,negative,neutral
buka,neutral,neutral
blu aplikasi bagus,negative,negative
batu hari alokasi dana,positive,positive
transfer,neutral,neutral
ok bangetbahasanya gaulanak muda jaman,neutral,positive
baik cepat,positive,positive
min top e wallet laina ko dana gopay,positive,positive
ko engga buka kamera,neutral,neutral
fitur bayar banyak min,negative,negative
blu bca saldo endap,positive,positive
mantap bantu,positive,positive
ngeselin muter melulu aplikasi lancar,negative,negative
mudah paham,positive,positive
flexible sayang kasih kartu atm fisik,positive,positive
uinstal langsung dftr susah,neutral,positive
bug tari uang ribu,positive,positive
atm lengkap,negative,negative
bantu terimakasih,positive,positive
saran buka fitur top bca flass produk bca,positive,positive
susah verifikasi wajah,negative,negative
bagus cepat baik,neutral,neutral
terimaksih blu bca banyakin cashback,positive,positive
vc nyambung,neutral,neutral
gila deh pakai blu kembangin boskuhh,negative,negative
wow blu keren banget,positive,positive
aplikasi lelet,negative,negative
baik deh ok sipdah jos gandos kotos kotos,positive,positive
banyak cashbacknya,neutral,neutral
cs ramah jam mingu,positive,positive
wahhh mudah ajja,positive,positive
bagus bantu,negative,negative
tolak alasannyapadahal rek bca,negative,neutral
proses cepat nian,positive,positive
hadir kartu fisik,negative,neutral
donk,neutral,neutral
lancar,positive,positive
good bantu,positive,positive
antri vaksin nomor antri vc gagal,negative,negative
halo kak camat cigalontang kokbmasih,positive,neutral
semenjak update gbisa transfer pakai virtual account,neutral,neutral
gila keren banget,negative,positive
pindah dana bca kena biaya,negative,negative
enakmudahmembantu,neutral,neutral
ko kartu debit,neutral,neutral
bantu blu bca hidup,negative,negative
aplikasi mantap bangat,positive,positive
transaksi,positive,positive
pikir ken nyaingin ovo dana bca serius blu bca hapus z playstore apk mu,negative,negative
mantap ngumpulin receh,positive,positive
apk pret verifikasi wajah susah,negative,negative
sangatt membantuu tengkyuh blu bca,neutral,neutral
ok aman,positive,positive
ambil tunai,negative,negative
bagus bantu,negative,negative
ngerusak nama bca kenal loyal nasabah verif antri sembilan bahan pokok,positive,positive
transfer bca pakai biaya admin parah,negative,negative
transfer blu bca status hasil saldo masuk tangan lambat kaya siput cuih,positive,positive
tambah fitur kartu debit,positive,positive
halo mbak ecek data nama gadis kandung kantor cabang hubung halo bca data buka,negative,negative
mudah transaksi,positive,positive
mudah transaksi atur uang,positive,positive
mantaps bantu,negative,negative
gmn susah video call tolong,negative,negative
poko bagus banget,negative,negative
kode undang pinjam blu masuk email,negative,negative
lelet banget,positive,positive
bintang bicara,neutral,neutral
mudah,positive,positive
alhamdulillah bantu,positive,negative
mudah blu bca,positive,positive
mantap system aman tingkat,positive,positive
aplikasi bagus banget,negative,negative
bantu degh pokok,negative,negative
min blu bca tarik tunai atm bca,positive,positive
moga aman blu bca suksesbuat bca,positive,positive
bantu banget brooo terima kasih,positive,positive
buka rekening mudah,positive,positive
kereeen banget blu dr bca digital mudah,positive,positive
dh pakai aman aman skrng tarik tunai kena admin bca virtual accountnya akses kecewa banget males make blu,positive,positive
good layan,positive,positive
siiippp mantab bantu terimakasih,positive,positive
ribetlebih bagus dana,positive,positive
daftar,negative,negative
pilih nomor rekening cantik kena biaya,negative,negative
payah top flazz,positive,positive
coba transaksi pakai blu bca,positive,positive
jajan konken cashback sukaaa,neutral,neutral
malam va,negative,neutral
tunggu kartu debit kak,negative,negative
riweh banget euy kredit pakai naruh duit,positive,positive
tarik tunai kena biaya,positive,positive
aplikasi bagus,negative,negative
mantap mudah,positive,positive
apk ribet jagat raya bikin rek online ajh video coll tunggu antri abad abad gx ngotak apk gx mikir x pantes ajh guna sdikit video call ajh tahun,negative,negative
ringan aplikasi,negative,negative
narik atm bca batas sulit ambil uang,negative,negative
keren disc,neutral,neutral
bantu uang,negative,negative
kakak tolong akun blokir takut salah hack akun terimakasih,negative,negative
bca ok canggih,positive,positive
daftar,negative,negative
bca praktis,positive,positive
lumayan aga lambat transisi,neutral,neutral
ganggu,negative,negative
cobain biar,negative,negative
aman simple akurat,positive,positive
fitur edit akun,neutral,neutral
akun transaksi apa,positive,positive
tolol banget bikin susah wajah lingkar lingkar buta si anjg,negative,negative
daftar min,negative,negative
aplikasi gajelas verip muka laama anj,negative,negative
tarik tunai kena biaya adm hmmmm dah capek mesin atm bca,negative,positive
lalod,neutral,neutral
top dana mudah okee,positive,positive
tetep potong admin,negative,negative
mantap beli kopi kenang cashback,positive,positive
good nabung,positive,positive
bagus mudah,positive,positive
angkat vc ajg daftar si,positive,positive
setor tunai atm bca kena biaya admin tarik tunai atm bca kena biaya admin transfer kena biaya admin sampelah bulan kena biaya admin,negative,negative
aman aplikasi,negative,negative
buatin kartu sim card,neutral,neutral
bca kena admin sayang bca bluenya,negative,negative
blureward mantap,positive,positive
layan call cs beudpadah udahbantrian menit darib menit,neutral,negative
erorrrrr terusss jelasssss nyesel pakai,negative,neutral
ok transaksi mudah,positive,positive
aplikasi kereeen,negative,negative
kembang aplikasi,negative,negative
bagus,negative,negative
coba pinjam diblu bca urusansekarang dibatalin urus,positive,negative
kartu bagus lucu,negative,negative
mantap bos,positive,positive
banyak update,neutral,neutral
bagus mantapp,negative,negative
vc susah kluar melulu,negative,negative
mantap deh aplikasi,positive,positive
mudah,positive,positive
mantap pakai blu deposito bunga,positive,positive
lumayan mantap,positive,positive
nyoba manfaat,positive,positive
biaya admin transfer pakai neo seabank hana bank gratis transfer,positive,positive
mantap cepat,positive,positive
aplikasi buruk indonesia,negative,negative
oke banget,positive,positive
tolong adain atm tolong,positive,positive
ok pdam jangkau,positive,positive
apk guna,positive,positive
mudah penggunaanya,positive,positive
aduh sip deh pokok,negative,neutral
masuk sulit ampun,negative,negative
puas lancar jaya,positive,positive
muas,positive,positive
puas dg bluu,positive,positive
mantap proses cepat,positive,positive
tambahin tanggal terbit bludeposit,negative,neutral
aplikasi bagus,negative,negative
mudah tarik tunai diatm bca harap zero admin nihh,positive,positive
transf non admin syarat,neutral,neutral
enak banget pakai bluuu,positive,positive
daftar susah,negative,negative
moga manfaat sukses,positive,positive
mudah transaksi,positive,positive
gjls kamera verifikasi lambat,positive,positive
udh coba jam pago jam malam cba daftar tunggu vidio call melulu,negative,negative
ganggu,negative,negative
kirain tarik tunai gratis krna bawa nama bca,positive,positive
mohon benar atur tanggal lahir jam gagal ngatur tanggal lahir doang permurdah,negative,negative
bantu terimakasih blu bca,positive,positive
baik setor tunai atm mana,positive,positive
mmg top bank blu bca digital,positive,positive
aplikasi nyenengin hati,negative,negative
mudah transaksi,positive,positive
cashback mantap,positive,positive
min transfer bca rekening blu bca digital kena admin transfer,negative,negative
mantap bantu,positive,positive
tingkat layan publik,positive,positive
error kerja aman si simpen duit hadehhh,negative,negative
appnya lelet,neutral,neutral
sulit bnget trf gagal melulu mpek esmosijadi q lampias bintang,negative,negative
mantul bantu,negative,negative
bagus banget ditambahain fitur blu syariah,negative,negative
app,neutral,neutral
blu manthap mmbntu bngt wara wiri tfr beli kouta inrnt pokok mnthaaap,negative,negative
transfer bca kena biaya bca blu free blu syariah jago,positive,negative
simpel,positive,positive
mantaapppp keren habiss,neutral,neutral
ko susah bnget video call tututut tututut bnke,negative,negative
mudah,positive,positive
maaf blu bca terima transperan negri,positive,positive
mantap promonya,positive,positive
terima kasih aplikasi bisnis,positive,negative
pny rek bank bca gabung tarik tunai bank,neutral,neutral
arah biar gampang masuk,negative,negative
mudahramah,neutral,neutral
lelet pinter,positive,neutral
deposito blu account gmna,positive,positive
kutumggu hadiah dr blu bentuk rupiah,positive,negative
alhamdulillah terimakasih blu moga baik balas kali lipat aamiin insyaalloh ikhlasbwbangwaluyo,positive,positive
suka aplikasi,negative,negative
aplikasi lelet banget,negative,negative
bagus aplikasi,negative,negative
apk mantap rekomended banget,positive,positive
udh pakai bludan transaksi gilir ngajuin pinjam kali tolakribet,positive,positive
ganti perangkat kq susah,negative,negative
bantu,negative,negative
coba top tambah bintang,positive,positive
apk bagus,negative,negative
blu qr code sm kartu debit,neutral,neutral
mudah,positive,positive
tolong cepat proses daftar nama dendi ruslandi tunggu jam,negative,negative
verifikasi wajah,neutral,neutral
aju pinjam blu,negative,negative
verifikasi kode susah,negative,negative
bayar lancar terimakasih blu bca,positive,positive
blu bca muncul,negative,neutral
slama pakai blu bca tarik uang kartu atmmksh,positive,positive
bantu banget,neutral,neutral
emang bca top banding bank,positive,positive
terima kasih vocer kopkennya,positive,positive
transfer kena biaya bca tarik tunai kena biaya padah narik atm bca bca gembel,negative,negative
mantap transaksi,positive,positive
bagus banget pokok,negative,negative
mantap moga sukses,positive,positive
blu bca digital peran kembang uang digital,positive,positive
puas,positive,positive
pakai blu kena admin transfer males pakai blu,negative,negative
orang bikin tabung ajh ribet bangat gi nasabah nabung daftar ajh ribet bangat,negative,negative
mantapp bantu,negative,negative
otp,neutral,neutral
aplikasinta error,negative,negative
kak biaya potong,negative,negative
bca blu bca kena biaya admin byee blu,negative,negative
oke bagus terima kasih,positive,positive
bagi mbca,negative,neutral
data tolak rugi calon nasabah,negative,negative
terima kasih bantu aktitipites ber transaksi sukses blu bca,positive,positive
keren mantap,positive,positive
cocok bayar parkir non tunai kota samarinda,positive,positive
mantapditunggu ipo,neutral,neutral
tombol log,neutral,neutral
lelet bangetttttttttttt nyusahin buang buang,negative,neutral
munggu vc lamaditungguin menit,neutral,negative
knapa angkat vc blu cs beress banyak makan micin anying,positive,positive
aplikasi bantu,negative,negative
transfer gratis,positive,positive
bug maintenance transaksi make mbanking bca,positive,positive
fokusin promo cgv kopi terima kasih,positive,positive
cashback bikin bahagia,positive,negative
sekar setortarik atm bca tunai lebih kuota kena biaya,positive,positive
pakai blu tuhh transfer ribet pakei blu pokok aman,negative,negative
moga sukses,positive,positive
apk bagus,negative,negative
baik cs,positive,positive
pakai kode biar blupoin evasiarmi,negative,negative
buka aplikasi,negative,negative
blu mantap,positive,positive
bantu,negative,negative
suka pakai blu bca ok,positive,positive
bantu,negative,negative
management uang,neutral,neutral
alhamdulillah bantu,positive,negative
,neutral,neutral
yah bebas biaya tfnya cm,negative,negative
susah verification wajah nha,negative,negative
bahagia mantaf kaleng,positive,neutral
tambahin promo diskon,positive,positive
puas aju pinjam tolak,negative,positive
moga akun aktivasi terima kasih blu,positive,positive
aplikasi super lambat,negative,negative
tanggal desember error transfer,negative,negative
lancar transaksi bca,positive,positive
mudah banget ngatur uang terima kasih blu,positive,positive
aplikasi keren,negative,negative
mantap nabung bunga,positive,positive
ko logon mana login bank bca biar ngecek saldo,neutral,negative
susah verifikasi muka,negative,negative
good inibca oke,positive,positive
jelek masuk paswor kali login ribet,negative,negative
bantu bnget dlm atur uang,negative,negative
masuk akun blu bcadengan nama osa agung dirgantara mohon untukdi cekpak,negative,negative
najis si bikin apk gblk lag bngt ajg tolol pecat bikin goblk,negative,negative
suka transfer,positive,positive
biar bintang bicara,negative,negative
nyesel pakai blu transfer mahal,negative,neutral
danta monyet tunggu menit angkat cs dimatiin,negative,negative
mantap blu bca sukses,positive,positive
transaksi mudah,positive,positive
sumpah lelet x aplikasi,negative,negative
mantabsmenjadi solusi,positive,positive
besttt bangettttt aplikasi,negative,negative
blu ok,positive,positive
biaya admin bca,neutral,neutral
selamat ulang blu blu aniv tani,positive,positive
transfer bca gratis bayarrrr,positive,positive
bca ok jaya,positive,positive
laah transfer bca adminnya kemarin admin bca gimmick,neutral,neutral
kasih bintang coba,positive,positive
kecewa transfer bcatariksetor tunai kena biaya admin,neutral,negative
masuk kode gaesss awanbisk pokokny mantul ajjah,negative,negative
hapus ulas sayatakut rating turun yaparah ink,negative,negative
lumayan cashback,negative,negative
ribet prepikasi wajah nyaudah gimna ttp hisa,negative,negative
blu bca ok banget,positive,positive
nyesal pakai blu,negative,neutral
bagus bantu,negative,negative
pakai hp redmi daftar aktifin mlu scrrenlock ampe blok nmer,negative,negative
gal konek mulugmna sich bikim jengkel pakai blu bca,negative,neutral
tarik,positive,positive
vc tetep aktifmalah nyutuh vc lagihadeuhhh,neutral,neutral
benarbenar manfaat,positive,positive
nawarin pinjeman tolak sa sesusai bngt,negative,neutral
baik layanamu blu,positive,positive
mudah pahamin gampang,positive,positive
susah verifikasi wajah harap perhati,negative,negative
tolong adakan blu syariah biar kalah abang jago,negative,negative
tetep bnc tbaik,neutral,neutral
daftar ribet banget hp disenderin bilang goyang kepala goyang bca,negative,negative
apknya berat banget,positive,positive
bagus moga depan kembang,positive,positive
crash veriv wajah,negative,neutral
najis vertivikasi muka susab banget najis melulu,negative,negative
keren blu bca laku inovasi baik indonesialuv luv bca,positive,positive
apk baguss bangett,negative,neutral
oyeeeeee bcablu mantap,positive,positive
buka rekening cepat kilat bca emang mantul,positive,neutral
buat atm,positive,neutral
bantu,negative,negative
gratis biaya transfer suka,positive,positive
aplikasi bagus percaya,negative,negative
buka aplikasi blokircara buka kembali,negative,negative
mantap pokok deh,positive,positive
kirim bank biaya admin,positive,positive
puas blu bca,positive,positive
gratis transfer beda bank,positive,positive
tahan bayar admin,negative,negative
atm buat,positive,neutral
puas blu bca,positive,positive
aplikasi berat,negative,negative
oke banget fast banget,positive,positive
good bca versi jaman,positive,positive
tunggu hadiah blu terima kasih,positive,positive
proses aktifasi,positive,positive
bantu,negative,negative
tingkat aman min,positive,positive
pakai aplikasi blu bca ngajak teman cuan lumayan,negative,negative
aplikasi bagus,negative,negative
bonus yah,positive,neutral
banget data proses dih,negative,negative
kartu debit,neutral,neutral
lelet,neutral,neutral
buka rek blu masuk kode undang abdullgc bonus,negative,negative
bagus percaya,neutral,negative
lumayan bebas biaya,negative,negative
transfer bank gratissalah transfer dibantutopup emoney gratispokoke full love blu bca,positive,neutral
terima kasih blu layananya muas,positive,positive
mudah murah percaya,positive,positive
banyak jenis transaksi donk,positive,positive
asik x tarik tunai kartu auto unistall,positive,positive
harap kartu fisik,neutral,neutral
transaksi puluh jutagiliran ngajuin blu xtracash tolak kali,neutral,neutral
mantap gratis transfer bank,positive,positive
ganggu melulu,negative,negative
aplikasi kini dlm kelola uang,negative,negative
jelek banget blu narik duit jam gabisa logingaada internet bapakkau suruh tunggu jam apk khanjut,negative,negative
mantappppp jiwa aplikasi,negative,negative
banget prosesnyaaaa,positive,positive
mantab rekening bank bca,neutral,neutral
muas trf bca uang biaya,positive,positive
email bantu,negative,negative
mudah transaksi,positive,positive
mudah banget,positive,positive
atur uang mudah pakai blu bca,positive,positive
bank digital baik,positive,positive
blu baik,positive,positive
apk jelek error,negative,negative
fuck kelas bca gin error,negative,negative
susah masukk hp padahalll,negative,negative
mantaap flazz,neutral,neutral
muas,positive,positive
senang pakai blu,positive,positive
nabung program,neutral,neutral
enak si dipakenyaaa,positive,positive
selfe susah,negative,negative
bagus terimakasih blu,positive,positive
transfer bca tari tunai kenain biaya admin bca bca kaya musuh,neutral,positive
selpiny gagal mohon bantuany,negative,negative
buruk layan,negative,neutral
suka bank digital,positive,positive
pokok mah tunggu blu syariah kakak,negative,negative
mantappp guna oke,positive,positive
good bantu,positive,positive
puas layan online banking blu,positive,positive
bebas admin yah,negative,negative
poko puas banget,positive,positive
daftar hadiahwisnudfvv,negative,negative
mantap pje ribet broo buka rekblu buru saudara laki buka skrang rekening blu mantaap smoga sukses slalu blu bca digital,positive,positive
ribet foto selfi,negative,negative
transfer dr bca blu bca kena admin pdhal bca,negative,negative
masuk akun,negative,negative
bluap dg bca mobileap tarik uang atm bca,positive,positive
mantaptrx cepat kilat,positive,neutral
aplikasi blu buka,negative,negative
jelek skrng narik duit dikenain tarif,negative,negative
kakak maaf nanyakalo pakai nomor hp yasemisal pakai nomor hp adik kampung data pakai sayaitu kakak,negative,negative
sedia kartu debit,positive,neutral
mohon bantu adminakun pakai orang tanggung jawabatas nama ardi triyanto pagelaran bantu admin,negative,negative
bagus simple,positive,positive
unistal komenan hapus min,negative,negative
mantap smg mkn bagus lh,positive,positive
mengaktipkan scrine lock,negative,negative
kode otp,negative,negative
blu bca berani adu tekhnologi kini mantap,positive,positive
sukakkkk pokok pakee tahan,negative,neutral
bagus aplikasi,negative,negative
setor tunai pakai biaya admin,positive,positive
transfer bank,neutral,neutral
seru bangetz pakai,neutral,neutral
moga beli pulsa token blu,negative,negative
kasih kartu debit biar enak,neutral,neutral
akun hilang tolong bntuanya,neutral,neutral
lambat bangett apk,negative,negative
gagal milih orang blu kemarin,negative,negative
menyenangkantidak ribet,negative,negative
sering update,positive,neutral
simpel cepat,positive,positive
senang,positive,positive
simple kaya bca oke banget,positive,positive
aplikasi keren,negative,negative
lancar bahagia,positive,positive
ok nyaman pakai blu,positive,positive
tunggu ayam tanduk blu luncur atm debit,negative,negative
aplikasi mantap,positive,positive
aju utang kredit modal nikah,negative,neutral
ok banget nyesel nga cobain,neutral,positive
puas banget transfer bank gratis ongkos kirim,positive,positive
buatvtransfer,neutral,neutral
bunga besar,positive,positive
blu bca ok anak bungsu bca cabang kartuemang mantapkekinian viral,negative,positive
keren apk,neutral,neutral
moga jaya depan,positive,positive
cs susah hubung mati dr pagi sd sekarangapa mesti wawancara dg atm bcabikin susah,negative,negative
umat manusia tuju indonesia tahan langgar hukum hindar jerat hukum situasi ppkm level tanggal agustus moga covid kendali rakyat indonesia satu dukung per proses taat atur pemetiah mohon tuhan jesus kristus bumi hati diam selamat umat,positive,positive
vc apk,neutral,neutral
pokok blu mantap abiss,positive,positive
buka rekening ribet pakai ektp susah pakai aplikasi ikd device nasabah bca,negative,negative
alam,positive,neutral
vitur top wajib,positive,positive
kalow transaksi ok banget kalow tarik tunai kena cas walow atm bca,positive,positive
bagusss bangettt makasiiii,neutral,neutral
apk ngk jelasbuat habisin kuota,negative,neutral
tunggu video call estimasi menit,negative,negative
damping bank bca nihkeren fitur,positive,positive
akun buka,neutral,neutral
mantab free ongkos transfer bank,positive,positive
limit transfer bank tarik tunai juta mana,positive,positive
sipp pakai blu bca digital emang topp,neutral,positive
terima kasih blusangat bantu,positive,positive
mudah akses,positive,positive
ko login trus,neutral,neutral
bantu transaksi,positive,positive
gagal email kode raferalvoucer,negative,negative
maaf kak foto ktp yah,positive,positive
aplikasi bagus,negative,negative
batu,neutral,neutral
kartu debit,neutral,neutral
seragam bca warna biru pakai senin kamis bca nama aplikasi blu,negative,negative
bantu urus transfer finansial sayaalhamdulillah,negative,negative
kode otp login ngak masuk,negative,negative
buka tabung mentok nama kandung,negative,negative
mohon blokir atasnamah andi herdianto akun retas orang tanggung,negative,negative
aplikasi blu keren,negative,negative
optimisasi jam siang,neutral,negative
daftar susah,negative,negative
bantu,negative,negative
daftar sulit,negative,negative
rugi mendownload apk,negative,neutral
terimakasih cashback,positive,positive
pke screen lock asu,negative,negative
keren bca digital blu kartu atmnya,neutral,neutral
aplikasi keren abisss,negative,negative
blu ok banget,positive,positive
daftar mitra ojol min,negative,negative
moga depan ditanbahkan fitur bayar zakat,negative,positive
transfer super cepat,positive,neutral
bank digital keren,neutral,neutral
keren banget fitur setor tunai laku via atm bca thank blu,positive,positive
buruk banget antri vc banget,negative,negative
masalah,negative,neutral
bagus,negative,negative
bantu,negative,negative
senang,positive,positive
baru,neutral,neutral
mudah,positive,positive
mudah,positive,positive
video callnya susah,negative,negative
gila tarik tunai kena biaya,neutral,positive
sangngat batu,neutral,neutral
blu aju pinjam,negative,negative
aplikasi oke,negative,negative
qr,neutral,neutral
minggu vc bagi antri,negative,negative
sigitdct pakai kode biar bonus,negative,negative
parah video call antri ratus tertawa,neutral,neutral
layan syariah beli emas digital,negative,negative
mudahmudahan solusi anti bca,positive,positive
gagal melulu pas sambung nasabah bca,negative,negative
tranfer mudah,positive,positive
,neutral,neutral
pakai blu asyik bank,neutral,neutral
blu bca ganggu,negative,negative
puas layan bluok,positive,positive
request khusus,neutral,neutral
lumayan bagus,negative,negative
tarik uang atm bca kena biayaudah asyik,negative,negative
bagus,negative,negative
cepat,neutral,neutral
hilang akun blu bca hp hilang,negative,negative
suka aplikasi,negative,negative
bebas admin bantu,negative,negative
transfer nama egi nur alamsyah rabu sekarng kelar tolong segara periksa,negative,negative
pakai qris cashback bikin bahagia,positive,negative
lag banget aplikasi,negative,negative
bank digital baik,positive,positive
camat serang,negative,neutral
mantap ribet,positive,positive
ko sayah masuk lgh,negative,negative
bintang maka,neutral,neutral
bantu,negative,negative
bagi uang,negative,neutral
bnyak cashback mantap,positive,positive
aplikasi lelet,negative,negative
tunggu aktivasi,positive,negative
ribet,negative,negative
alam bca digital blu,positive,neutral
mantapp,neutral,neutral
samngat buruk gabisa buka,negative,neutral
mudah transaksi,positive,positive
susah masuk screen lock,negative,negative
tolong jam buka kantor jam kerja doang susah bank bca gilir tanggal merah tutup,negative,negative
lapor uang detail setor tunai aktif atm atm bca,positive,positive
guna,positive,positive
oke terima kasih bca digital,positive,positive
lodgin sesi,neutral,neutral
bca gratisisi rdn cepat,neutral,neutral
pakai blu mudah urus,positive,positive
diskon ribu minggu cgv mantap,positive,positive
rekomendasi,neutral,neutral
sering update bank transfer error,negative,negative
terbuz,neutral,neutral
daftar susah banget hubung cs,negative,negative
rakit rakit hulu renang renang tepi ayo download aplikasi blu bantu kemudi,negative,negative
mantul lancar jaya,positive,positive
bintang coba,positive,positive
aplikasi keren,negative,negative
verifikasi hp,neutral,neutral
mantap cashback,positive,positive
aplikasi berat,negative,negative
bagus,negative,negative
kartu fisik,neutral,neutral
bagus bantu,negative,negative
muas,positive,positive
aplikasi sngt bantu,negative,negative
kadang login,positive,neutral
bagus bagus,negative,negative
aplikasi lambat,negative,negative
good bantu,positive,positive
bantu terima kasihh,positive,positive
mantaaapmaju bca digital,neutral,neutral
blu ok banget,positive,positive
min maksimal tari atm min,positive,positive
serbaguna,neutral,neutral
kasih btngnya coba,positive,positive
transfer sambung putus,negative,negative
verifikasi muka susah,negative,negative
moga manfaat jaya,positive,positive
muas tunggu join,positive,positive
bagus pikir ribet,negative,negative
blu ok banget,positive,positive
nabung,neutral,neutral
simpel pakai ribet,negative,negative
aplikasi bagus,negative,negative
mantap,positive,positive
keren pokok,neutral,neutral
bantu tranfer uang love blu,positive,negative
muas,positive,positive
moga blu senantiasa free admin transaksi,positive,positive
manfaat,positive,positive
mantap gratis transfer semua bank,positive,positive
mudah,positive,positive
mantap cashback,positive,positive
susah ambil foto,negative,negative
terima kasih,positive,positive
mantap bank gita bca,positive,positive
kode daftar silah coba code sriagelz,negative,negative
blu mantap,positive,positive
dana buat rekening ribu tarik terima kasih,positive,positive
kartu atm,neutral,neutral
blu bca mantaf,neutral,neutral
bagus aplikasi,negative,negative
apk bagus sukses,positive,positive
moga pilih,negative,negative
transfer sama bca kena adminauto uninstall,neutral,neutral
mantabb transfer bank gratisssss biaya admin,neutral,neutral
sayang isi flazh,negative,negative
lucu butuh karyawan ti saudara laki malu apk blu gagal gtu kelas bca,negative,negative
kyc tunggu nyesel dowload,negative,negative
blu bca transfer bank kena biaya admin asa kemarin transfer potong,negative,negative
rekening masuk kategori bca,negative,negative
senang,positive,positive
kirim dana susah,positive,positive
blu bagus,negative,negative
manteb ok,positive,positive
bahagia,positive,neutral
bagus oke,neutral,neutral
bagus suka,neutral,neutral
puas banget pokok pakek blu,positive,positive
lancar successful blu,positive,positive
keren banget setor tunai atm bca,positive,positive
bagus banget masya allah,positive,negative
daftar susah,negative,negative
yu daftar blu saldo,neutral,positive
otp banget oiiii,positive,positive
beli token listrik,negative,negative
tolong ajarin buka screenlock,positive,positive
blu kartu fisik,neutral,neutral
sesi putus,negative,negative
tranfer blu mbca kena biaya bca,negative,negative
asyik blu gether,neutral,neutral
promo,positive,positive
bagus bantu,negative,negative
mantapp banget aplikasinyaaa,positive,positive
blu bca kerenn,neutral,neutral
muas,positive,positive
keren ok,positive,positive
muas,positive,positive
mudah transaksi,positive,positive
bantu,negative,negative
bagus pokok,negative,negative
ok senang,positive,positive
bantu,negative,negative
suka suka suka,positive,positive
kasi bntang donwlod,negative,neutral
hp hilang gmn,negative,negative
pilih utama transaksi,positive,positive
aplikasi mantaps blu,negative,negative
moga blu bca saing bank digital blu pancen oyeee,positive,positive
bantu,negative,negative
manfaat guysss,positive,positive
coba dulukalau cocok kasih bintang ful,positive,positive
aplikasi ribet,negative,negative
bangke akun blokir,negative,neutral
keren gampang buka rek tabung,positive,positive
bunga,neutral,positive
mudah ribet,negative,negative
mantab tingkat,positive,positive
mudah,positive,positive
ber manfaat,positive,positive
min tipu akun pakai orng salah brty min nama muhamad lutfi min slah min,negative,negative
apk tunggu antri vc ampe selesai nongol tuh muka sengke kagga buang buang doang,negative,negative
bagusoya masuk rek bca yamohon mimin balas,negative,negative
memuaskann,neutral,neutral
apl bca mudah transaksi digital,positive,positive
telepon,neutral,neutral
transfer admin semua bank mantapp,negative,neutral
blu keren bangeeettttttttt,neutral,neutral
virtual account,neutral,neutral
kali buka rekening blu bca digital moga manfaat,positive,positive
banyakin promonya,neutral,neutral
mantabs pokok,neutral,neutral
indomesia maju gin bank nyaa,neutral,neutral
sayaallain perdana rekomendasi dariblu bca digital,neutral,neutral
farhajinh makas banget blu gift rebu kaya masuk kode farhajinh,negative,negative
mainin cocok bintang,negative,neutral
udh verifikasi melulu status,negative,negative
layan,neutral,neutral
blu bca error,negative,negative
update melulu ribet,negative,negative
experience,neutral,neutral
tranfser bca free,positive,positive
bagus,negative,negative
blu bca digital mantab juara,neutral,neutral
neng banget pakai blu bca,positive,positive
min tolong non aktif akun donk nama muhamad sabikul rohm terima kasih min,positive,negative
enak mudah,positive,positive
transfer beda bank kena adm isi dana kna adm katany gratis biaya adam mohon baik,positive,positive
tari bulan,neutral,positive
bnerin kta sandi ribet,negative,negative
blu kartu debit fisik kak,neutral,neutral
mudah,positive,positive
bantu,negative,negative
keren lanjut,negative,neutral
ribet rekomended pokok,negative,negative
alhamdulillah bantu,positive,negative
tolol banget buka,negative,positive
masuk kode reff lailauiph biar reward,negative,negative
bagusmemuaskan,neutral,neutral
keren bngt mudah,positive,positive
apk bodoh pas vericikasi vc respon,positive,positive
pergi pesta bareng kemall lupa pakai konde nyesel pakai blu biaya adm gratis bunga guedee,negative,negative
bantu,negative,negative
pas pidiokol gagal trus,negative,negative
gausah ragu mudah hidup,negative,positive
apk,neutral,neutral
mudah,positive,positive
bantu,negative,negative
simpel,positive,positive
maksa wajib pakai screenlock,negative,neutral
gampang banget bayar,neutral,neutral
mudah,positive,positive
verifikasi wajah verifikasi hah,neutral,neutral
habis masuk passwod,negative,negative
knph tinggal buat nomor rekeng suruh nelpon blu bca digit,negative,negative
ngechet admin balas najis,negative,neutral
bank gratis transfer suka,positive,positive
mantappp da kendala,neutral,neutral
muas,positive,positive
biar bintang bicara,negative,negative
sangatt bantu,negative,negative
mnbantu moga amn,positive,positive
aplikasi bagus,negative,negative
manfaat,positive,positive
ganti hp,neutral,neutral
senang,positive,positive
apa data ktp sayagw bikin tutup usaha,negative,negative
manfaat,positive,positive
transaksi uang genggam,positive,positive
proses cepat mantap dendi,positive,positive
ketes bin jajal,negative,neutral
tunggu kartu blu biar enak,negative,negative
aplikasi lelet,negative,negative
masuk,negative,negative
jelek isi shopee pay masuk hapus,negative,negative
ragu bca,negative,neutral
